message_id,from_id,message,date
16244,PeerUser(user_id=6609518067),min widraw 10k,2024-06-08 15:24:28+00:00
16243,PeerUser(user_id=587475324),даже если 4600 бретт всего можно вывести?,2024-06-08 15:24:12+00:00
16242,,Eng chat @brettcoinen_chat,2024-06-08 15:23:49+00:00
16241,PeerUser(user_id=1494851730),oke thanks,2024-06-08 15:23:40+00:00
16240,,10h,2024-06-08 15:23:20+00:00
16239,,"F.A.Q 

1. Как вывести brett с Airdrop
 - https://telegra.ph/Kak-vyvesti-BRETT-05-25

1. How to withdraw brett?
https://telegra.ph/How-to-withdraw-BRETT-05-25",2024-06-08 15:23:00+00:00
16237,PeerUser(user_id=6609518067),dm gw aja jan disini,2024-06-08 15:22:55+00:00
16236,,Ton,2024-06-08 15:22:52+00:00
16232,PeerUser(user_id=1494851730),how long withdrawall process if i take fast wihdraw?,2024-06-08 15:20:41+00:00
16229,PeerUser(user_id=802021327),what is wallet address to put in? solana?,2024-06-08 15:18:45+00:00
16228,PeerUser(user_id=485517647),Скинь скрин в ЛС подскажу,2024-06-08 15:18:37+00:00
16223,,"""/start""",2024-06-08 15:10:58+00:00
16222,PeerUser(user_id=5140318919),"Нажимаю на ""вывести"", а бот игнорирует. Как исправить?",2024-06-08 15:10:19+00:00
16221,PeerUser(user_id=6609518067),,2024-06-08 15:04:40+00:00
16220,PeerUser(user_id=5761867765),.,2024-06-08 15:04:31+00:00
16219,PeerUser(user_id=6057695338),Im withdraw fast and fee ton 0.08,2024-06-08 15:03:05+00:00
16218,PeerUser(user_id=485517647),"Отлично) я скоро ещё людей заведу, буду брать рекламный пост в группе .",2024-06-08 15:00:07+00:00
16217,,Slow withdraw will be sent to you after the token is listed on exchanges,2024-06-08 14:56:06+00:00
16214,PeerUser(user_id=6057695338),Why my withdrawal not receive until now,2024-06-08 14:52:50+00:00
16213,,Таблица находится на очистке,2024-06-08 14:48:13+00:00
16212,,Выводы сейчас проверяем,2024-06-08 14:47:58+00:00
16211,PeerUser(user_id=5853105648),Повторите 😂,2024-06-08 14:43:09+00:00
16210,PeerUser(user_id=485517647),"А когда ожидать, зачисление вывода, утром поставил, пока ещё не дошел что то, и второй вопрос , что там по поводу чисти от ботов?
А то смотрю турнирная таблица без изменений хотя говорили что вчера должны были сделать чистку.",2024-06-08 14:41:57+00:00
16209,PeerUser(user_id=6006484316),"Понял, спасибо",2024-06-08 14:39:02+00:00
16208,,"Если пользователи не прошли капчу и у них полностью пустой аккаунт, мы снимаем баланс вывода на сумму, которую получил рефовод при приглашении.",2024-06-08 14:24:05+00:00
16207,PeerUser(user_id=6006484316),Хм,2024-06-08 14:22:10+00:00
16206,PeerUser(user_id=440685122),За накрутку рефералов,2024-06-08 14:21:50+00:00
16205,PeerUser(user_id=6006484316),А почему зачёркнуто 10600?,2024-06-08 14:21:33+00:00
16204,,"😌New withdraw @BrettAirdrop_bot 

🧑‍🚀User: kiflySL
🔵Amount: 8000 10600 $BRETT
☯️Fee: 0.08 TON
💎Network: TON
✔️Status: ⏺
❌Transaction: https://tonviewer.com/transaction/fd23602061b1e5ed7410a57626b9c892f6b9c34fc9a7710c0c6165e790132154",2024-06-08 14:21:05+00:00
16199,PeerUser(user_id=5011464856),good,2024-06-08 13:20:38+00:00
16198,PeerUser(user_id=5125339391),How to get $BRETT ?,2024-06-08 12:41:22+00:00
16196,PeerUser(user_id=1247869930),Спасибо,2024-06-08 12:23:53+00:00
16195,PeerUser(user_id=5082882946),Thanks+500,2024-06-08 12:23:33+00:00
16194,PeerUser(user_id=1363138189),Спасибо,2024-06-08 12:21:53+00:00
16193,,"🚀 Airdrop cheque for 25000 $BRETT


Inside cheque: 50 activation(s) for 500 $BRETT",2024-06-08 12:21:31+00:00
16192,PeerUser(user_id=6708050768),,2024-06-08 11:10:07+00:00
16191,PeerUser(user_id=6006484316),,2024-06-08 10:54:40+00:00
16190,,"😌New withdraw @BrettAirdrop_bot 

🧑‍🚀User: Davidich007
🔵Amount: 23000 $BRETT
☯️Fee: 0.08 TON
💎Network: TON
✔️Status: ⏺
❌Transaction: https://tonviewer.com/transaction/c6a0edd1b8291b81648390bccbc1c8924d74e9cdbfc481112ec87bab9c8e618f",2024-06-08 01:29:15+00:00
16188,PeerUser(user_id=440685122),Аналогично),2024-06-07 19:13:09+00:00
16187,PeerUser(user_id=2028670572),"Всё пришло, спасибо! Ждём дальнейшего развития событий)",2024-06-07 19:12:53+00:00
16186,,"😌New withdraw @BrettAirdrop_bot 

🧑‍🚀User: ofowj
🔵Amount: 12500 $BRETT
☯️Fee: 0.08 TON
💎Network: TON
✔️Status: ⏺
❌Transaction: https://tonviewer.com/transaction/001e1a402c42dbe42ace5b9a3b2d80c61dfa09efb7f8bea6be6cb06f19af4c0a",2024-06-07 19:09:49+00:00
16185,PeerUser(user_id=6539642872),🤗,2024-06-07 19:06:24+00:00
16184,,"😌New withdraw @BrettAirdrop_bot 

🧑‍🚀User: HekTo_Sama
🔵Amount: 24076 $BRETT
☯️Fee: 0.08 TON
💎Network: TON
✔️Status: ⏺
❌Transaction: https://tonviewer.com/transaction/0a5e1417e371c462b4aa8f77297c8fb62f2011b012f63b31fe1ae290f8a5dc1a",2024-06-07 19:04:47+00:00
16182,,Быстрые выводы сегодня все будут обработаны,2024-06-07 19:01:26+00:00
16179,PeerUser(user_id=2028670572),"Приветствую, сколько по времени идёт быстрый вывод?",2024-06-07 18:40:02+00:00
16178,PeerUser(user_id=440685122),Сегодня выводы будут еще?,2024-06-07 18:38:03+00:00
16177,,Slow withdraw will be sent to you after the token is listed on exchanges,2024-06-07 18:32:22+00:00
16176,PeerUser(user_id=6225958980),My coin is not withdraw,2024-06-07 18:29:16+00:00
16175,PeerUser(user_id=6225958980),Hello,2024-06-07 18:28:44+00:00
16171,PeerUser(user_id=5844103968),Hello,2024-06-07 17:36:42+00:00
16169,PeerUser(user_id=5889211099),Please how can I subscribe for me to start playing,2024-06-07 17:05:19+00:00
16168,PeerUser(user_id=6979821966),real $brett  ❤️,2024-06-07 16:56:35+00:00
16167,PeerUser(user_id=1066411827),Hi,2024-06-07 16:40:04+00:00
16162,,"F.A.Q 

1. Как вывести brett с Airdrop
 - https://telegra.ph/Kak-vyvesti-BRETT-05-25

1. How to withdraw brett?
https://telegra.ph/How-to-withdraw-BRETT-05-25",2024-06-07 15:43:11+00:00
16161,PeerUser(user_id=1221361403),Wallet addres???,2024-06-07 15:42:54+00:00
16158,PeerUser(user_id=6898217675),GM,2024-06-07 14:53:35+00:00
16155,,Eng chat @brettcoinen_chat,2024-06-07 14:02:42+00:00
16153,PeerUser(user_id=7032895567),Gm,2024-06-07 14:02:11+00:00
16152,PeerUser(user_id=6609518067),25.06.2024,2024-06-07 13:55:57+00:00
16151,PeerUser(user_id=6342243778),when is it listed?,2024-06-07 13:53:37+00:00
16144,PeerUser(user_id=6609518067),yeah,2024-06-07 13:24:07+00:00
16143,PeerUser(user_id=6675601379),меньше,2024-06-07 13:23:46+00:00
16141,PeerUser(user_id=6609518067),TON 🫦,2024-06-07 13:05:50+00:00
16139,PeerUser(user_id=6006484316),3.8,2024-06-07 13:04:38+00:00
16138,PeerUser(user_id=1687193957),19k brett coin how many i will get ton coin?,2024-06-07 12:51:43+00:00
16135,,Yes,2024-06-07 12:12:54+00:00
16134,,Yes,2024-06-07 12:12:49+00:00
16133,PeerUser(user_id=6006484316),А tonspace?,2024-06-07 12:12:30+00:00
16132,PeerUser(user_id=722194576),А и в платном и в бесплатном выводе 25 к максимум ?,2024-06-07 12:12:28+00:00
16131,,"Только Tonkeeper, Tonhub, MyTonWallet",2024-06-07 12:11:47+00:00
16128,PeerUser(user_id=1229693046),оба же 10к минимум,2024-06-07 11:34:54+00:00
16127,PeerUser(user_id=6006484316),Это на медленный вывод,2024-06-07 11:32:06+00:00
16126,PeerUser(user_id=1435288600),"Не помню точно, но там вроде минимальный вывод 10к монет",2024-06-07 11:31:00+00:00
16125,PeerUser(user_id=6006484316),Да,2024-06-07 11:24:24+00:00
16124,PeerUser(user_id=1001272013),"Ребят всем привет , возможно ли вывести это на кошелек , если я сейчас пополню тон для быстрого вывода ?",2024-06-07 11:23:30+00:00
16123,PeerUser(user_id=1001272013),"Your wallet: 0xea3cf0c47157a74d9630e505ca4ba096d11055c3
Your Balance $BRETT: 500 BRETT
 You Balance TON: 0",2024-06-07 11:22:56+00:00
16116,PeerUser(user_id=644166693),чем,2024-06-07 10:37:58+00:00
16114,,"F.A.Q 

1. Как вывести brett с Airdrop
 - https://telegra.ph/Kak-vyvesti-BRETT-05-25

1. How to withdraw brett?
https://telegra.ph/How-to-withdraw-BRETT-05-25",2024-06-07 10:25:21+00:00
16112,PeerUser(user_id=6394669998),"Please help me hw wilk I do this 
I don't really know it",2024-06-07 10:11:53+00:00
16111,PeerUser(user_id=440685122),tonkeeper,2024-06-07 09:14:01+00:00
16109,PeerUser(user_id=5888222221),"I want to make a withdrawal, what wallet address should I provide?",2024-06-07 08:54:43+00:00
16108,PeerUser(user_id=5888222221),"I will make a withdrawal, what 5 wallet addresses should I enter?",2024-06-07 08:53:57+00:00
16106,PeerUser(user_id=5310195683),Hi,2024-06-07 08:48:33+00:00
16103,PeerUser(user_id=7105185861),спасибо,2024-06-07 08:26:14+00:00
16102,PeerUser(user_id=722194576),Придет после листинга,2024-06-07 08:25:57+00:00
16101,PeerUser(user_id=7105185861),"подскажите пожалуйста, как долго будет идти вывод с медленным выводом?",2024-06-07 08:25:25+00:00
16100,PeerUser(user_id=485517647),А то много ботоводов в списке есть по топ рефералов.,2024-06-07 08:23:22+00:00
16099,PeerUser(user_id=485517647),Очень жду),2024-06-07 08:22:52+00:00
16098,PeerUser(user_id=485517647),"Просто думаю покупать рекламу в группе для завода людей по своей рефке, что бы понимать сколько зайдёт, и сколько настоящих людей в списке. Может я и нахожусь на том призовом какое меня устраивает.",2024-06-07 08:17:38+00:00
16097,,Сегодня чистку сделаем,2024-06-07 08:16:42+00:00
16096,,Просто сделайте 3-4 заявки на вывод по 25к если у вас баланс 100к,2024-06-07 08:16:22+00:00
16095,PeerUser(user_id=485517647),Кстати когда ждать чистку от ботов в турнирной таблице? А то говорили на днях а уже неделя прошла и вроде все без изменений,2024-06-07 08:16:04+00:00
16094,PeerUser(user_id=1109447666),Спасибо,2024-06-07 08:15:48+00:00
16093,PeerUser(user_id=485517647),Так вы же режите вывод если ботоводы.,2024-06-07 08:15:34+00:00
16092,,Скорее всего будут,2024-06-07 08:15:22+00:00
16091,PeerUser(user_id=722194576),"Ждем ещё чеки ,будут сегодня ?",2024-06-07 08:15:11+00:00
16090,,От абузеров сделали,2024-06-07 08:15:07+00:00
16089,,Да,2024-06-07 08:14:53+00:00
16088,PeerUser(user_id=944374907),Вывод работает,2024-06-07 08:14:18+00:00
16087,PeerUser(user_id=485517647),Я уже вывел 120к монет на тон кепер себе,2024-06-07 08:14:16+00:00
16086,PeerUser(user_id=485517647),"А че лимит стоит 25к на быстрый вывод, как то мало",2024-06-07 08:13:42+00:00
16085,,,2024-06-07 08:11:21+00:00
16084,PeerUser(user_id=5082882946),Все супер я выводил 50000 через обычный вывод и 25000 через Фаст все пришло в теч дня,2024-06-07 08:10:25+00:00
16083,PeerUser(user_id=1109447666),Как его получить нужно будет?,2024-06-07 08:09:20+00:00
16082,PeerUser(user_id=5082882946),1000,2024-06-07 08:08:23+00:00
16081,PeerUser(user_id=1229693046),а скок бонус будет если в ник поставлю,2024-06-07 08:08:08+00:00
16080,PeerUser(user_id=440685122),"тоже выводил еще 31 мая 13к BRETT, пришло в течении дня",2024-06-07 08:07:47+00:00
16079,PeerUser(user_id=1247869930),Выводил через Fast withdraw все супер и быстро,2024-06-07 08:05:45+00:00
16078,PeerUser(user_id=1247869930),Мне приходили выводы на сумму около 60000 $BRETT.,2024-06-07 08:05:15+00:00
16077,,"Уважаемые BRETT!

Если вам пришел вывод пожалуйста оставляйте отзыв в чате.",2024-06-07 08:03:29+00:00
16076,,"😌New withdraw @BrettAirdrop_bot 

🧑‍🚀User: J011453
🔵Amount: 19038 $BRETT
☯️Fee: 0.08 TON
💎Network: TON
✔️Status: ⏺
❌Transaction: https://tonviewer.com/transaction/5ccdb1cf6c71d87bd6f1b1b65b0f84f2c5caa31679edc9031b88aae90758677e",2024-06-07 08:02:56+00:00
16075,PeerUser(user_id=179099857),Доброго утра всем! 🌞😎,2024-06-07 07:58:07+00:00
16074,,Доброе утро!,2024-06-07 07:57:21+00:00
16073,PeerUser(user_id=6023317115),,2024-06-07 07:46:02+00:00
16072,PeerUser(user_id=5013724670),,2024-06-06 21:09:55+00:00
16071,PeerUser(user_id=5013724670),,2024-06-06 21:06:40+00:00
16070,PeerUser(user_id=7037401806),Thaaaaanks 🙂‍↔️,2024-06-06 19:57:38+00:00
16069,PeerUser(user_id=6609518067),thanks dev,2024-06-06 19:53:27+00:00
16068,,Завтра начнется активность в канале,2024-06-06 19:52:47+00:00
16067,,"🚀 Airdrop cheque for 7500 $BRETT


Inside cheque: 25 activation(s) for 300 $BRETT",2024-06-06 19:52:37+00:00
16066,PeerUser(user_id=7115526709),"Балдеж вам , словили лутецкий",2024-06-06 19:51:59+00:00
16063,PeerUser(user_id=1363138189),А вот мой,2024-06-06 18:12:07+00:00
16060,PeerUser(user_id=5118564738),Почему мой вывод сюда не вылетал ?,2024-06-06 17:30:39+00:00
16059,PeerUser(user_id=6566055226),Me too,2024-06-06 17:28:39+00:00
16057,,"😌New withdraw @BrettAirdrop_bot 

🧑‍🚀User: bulbazavr0315
🔵Amount: 25000 $BRETT
☯️Fee: 0.08 TON
💎Network: TON
✔️Status: ⏺
❌Transaction: https://tonviewer.com/transaction/71538c7215bf257eacaf546d71afd486a251bf8163553b260822d54c8518d7ae",2024-06-06 16:24:33+00:00
16056,PeerUser(user_id=6894010170),Hii,2024-06-06 16:19:32+00:00
16055,PeerUser(user_id=6969986650),I sent it to a list wallet,2024-06-06 15:19:37+00:00
16054,PeerUser(user_id=6006484316),How?,2024-06-06 15:16:53+00:00
16052,PeerUser(user_id=7165054707),@BrettAirdrop_bot,2024-06-06 15:00:17+00:00
16051,PeerUser(user_id=6654611457),Hi everyone,2024-06-06 15:00:02+00:00
16050,PeerUser(user_id=6969986650),I just lost 10500 BRETT tokens 💔🙂,2024-06-06 15:00:01+00:00
16049,PeerUser(user_id=6006484316),0.0002 TON,2024-06-06 14:41:19+00:00
16048,PeerUser(user_id=795518076),How much does each bert cost?,2024-06-06 14:39:33+00:00
16047,,Eng chat @brettcoinen_chat,2024-06-06 14:34:20+00:00
16046,PeerUser(user_id=6006484316),0.0002 TON,2024-06-06 14:29:49+00:00
16045,PeerUser(user_id=1082072296),Brooo How much was Brett's price when it was listed???,2024-06-06 14:26:52+00:00
16044,PeerUser(user_id=6387294015),Can I pay the 0.08 ton from my wallet,2024-06-06 14:26:48+00:00
16043,PeerUser(user_id=5269959231),hello,2024-06-06 14:25:17+00:00
16041,,"😌New withdraw @BrettAirdrop_bot 

🧑‍🚀User: nikiton337
🔵Amount: 13000 $BRETT
☯️Fee: 0.08 TON
💎Network: TON
✔️Status: ⏺
❌Transaction: https://tonviewer.com/transaction/c599beda9ec09899dc64f7fc8a7b804adbb396a9ef942533d4515657c57de792",2024-06-06 14:19:09+00:00
16040,PeerUser(user_id=6006484316),but 0.08,2024-06-06 14:18:51+00:00
16039,PeerUser(user_id=6006484316),Yes,2024-06-06 14:18:20+00:00
16038,PeerUser(user_id=6969986650),I must have 0.8ToN?,2024-06-06 14:18:09+00:00
16037,,"F.A.Q 

1. Как вывести brett с Airdrop
 - https://telegra.ph/Kak-vyvesti-BRETT-05-25

1. How to withdraw brett?
https://telegra.ph/How-to-withdraw-BRETT-05-25",2024-06-06 14:14:52+00:00
16036,PeerUser(user_id=6969986650),How do I withdraw ?,2024-06-06 14:12:21+00:00
16035,PeerUser(user_id=6609518067),thanks,2024-06-06 14:05:04+00:00
16034,PeerUser(user_id=1247869930),Спасибо +900,2024-06-06 14:03:00+00:00
16033,PeerUser(user_id=6006484316),Спасибо,2024-06-06 14:02:44+00:00
16032,PeerUser(user_id=5176720032),🥰,2024-06-06 14:02:40+00:00
16031,PeerUser(user_id=6930453695),thanks,2024-06-06 14:02:16+00:00
16030,PeerUser(user_id=5082882946),Thanks,2024-06-06 14:02:10+00:00
16029,,"🚀 Airdrop cheque for 45000 $BRETT


Inside cheque: 50 activation(s) for 900 $BRETT",2024-06-06 14:01:57+00:00
16028,PeerUser(user_id=644166693),мб подгончик?❤️,2024-06-06 14:01:42+00:00
16027,,Нас 9000 в чате ❤️,2024-06-06 14:01:03+00:00
16025,,Eng chat @brettcoinen_chat,2024-06-06 13:47:21+00:00
16020,PeerUser(user_id=6006484316),💀,2024-06-06 13:40:35+00:00
16019,,Да,2024-06-06 13:40:33+00:00
16018,,На майнинг выделено 500 млн,2024-06-06 13:40:05+00:00
16017,,Комментарий прочитайте,2024-06-06 13:39:26+00:00
16015,PeerUser(user_id=213061006),Hi,2024-06-06 13:18:57+00:00
16014,PeerUser(user_id=6675601379),и зачем маинг внедрять  если уже 2.5 ля в заявке,2024-06-06 13:15:35+00:00
16013,PeerUser(user_id=2044108110),"Добрый день, вопрос, ставлю на быстрый вывод и не выводят токены, обратно возвращаются",2024-06-06 13:15:16+00:00
16012,PeerUser(user_id=6675601379),а тон кипер модно вывести  хотя-бы 10ка успеть,2024-06-06 13:12:45+00:00
16011,PeerUser(user_id=722194576),А чеки будут на бретт в ближайшее время,2024-06-06 13:12:34+00:00
16003,PeerUser(user_id=6145848853),Hello,2024-06-06 13:02:09+00:00
16002,PeerUser(user_id=6006484316),10М = 2к TON,2024-06-06 13:00:41+00:00
15998,PeerUser(user_id=6006484316),Понял,2024-06-06 12:56:47+00:00
15997,,Только слабые,2024-06-06 12:56:29+00:00
15996,PeerUser(user_id=6006484316),Маты разрешены?,2024-06-06 12:56:12+00:00
15995,PeerUser(user_id=1143811497),good project,2024-06-06 12:55:47+00:00
15993,PeerUser(user_id=5082882946),Фаст выводом выгодно выводить,2024-06-06 12:54:59+00:00
15992,,2.5,2024-06-06 12:53:56+00:00
15991,PeerUser(user_id=6006484316),А сейчас заявок есть на 2 млн?,2024-06-06 12:53:48+00:00
15990,,"Да, Если заявки на медленные выводы будут с общей суммой 10 млн $BRETT",2024-06-06 12:52:58+00:00
15989,PeerUser(user_id=6243202461),то есть если 10 млн $BRETT  набирается то вывести вообще никак не получится,2024-06-06 12:52:08+00:00
15988,,Но на выводах всего 2.5 млн,2024-06-06 12:51:52+00:00
15987,,9 млн $BRETT,2024-06-06 12:51:04+00:00
15986,PeerUser(user_id=1435288600),А сколько уже раздали монет?,2024-06-06 12:49:49+00:00
15985,,Так же если будет превышен лимит Airdrop в 10 млн $BRETT то вы не сможете вывести,2024-06-06 12:49:07+00:00
15984,,При медленном выводе они будут зачислены только спустя пару дней после листинга,2024-06-06 12:48:24+00:00
15983,PeerUser(user_id=1229693046),а есть смысл сейчас выводить? или лучше после листинга?,2024-06-06 12:35:24+00:00
15982,,25.06,2024-06-06 12:32:24+00:00
15981,PeerUser(user_id=915709614),Дата листинга?,2024-06-06 12:31:06+00:00
15980,,Это значит что листинг будет по 0.0002 TON за 1 $BRETT,2024-06-06 12:13:08+00:00
15979,,У нас сеть TON,2024-06-06 12:12:47+00:00
15976,PeerUser(user_id=1981247945),"Видел на одной из бирж токен с похожим названием, в сети bnb если не ошибаюсь 🤔

Имеет ли он к вам отношение?",2024-06-06 11:49:46+00:00
15975,PeerUser(user_id=6675601379),это значит что обмен монет будет по такой цене,2024-06-06 11:31:10+00:00
15974,,Буквально сразу после листинга будут выкуплены токены на 12000 TON так что продажи токенов с Airdrop курс не уменьшат,2024-06-06 11:18:58+00:00
15973,,У нас на Airdrop выделено 10 млн $BRETT и 10000 TON на рейтинг рефералов так что это не настолько большая сумма что бы у токена цена была меньше 0.0002 TON,2024-06-06 11:18:06+00:00
15970,PeerUser(user_id=1981247945),"Пришли, благодарю",2024-06-06 11:11:17+00:00
15968,PeerUser(user_id=581882809),"Не верю) 
Все любят зарабатывать и это нормально!

А получается ситуация, вы вложите свои средства, а чайки все растащат.",2024-06-06 11:04:08+00:00
15966,,Done✅,2024-06-06 10:27:43+00:00
15965,PeerUser(user_id=1981247945),"Да, спасибо",2024-06-06 10:25:52+00:00
15964,,Наша команда заработает только 1% из комиссий наших будущих разработок,2024-06-06 10:22:49+00:00
15963,PeerUser(user_id=7092744698),если повторите их успех - цены вам не будет 😁,2024-06-06 10:22:39+00:00
15962,PeerUser(user_id=7092744698),"ну у  BEN тоже не было пресейла или лаунча, но я не думаю что создатели в минусах сидят)))",2024-06-06 10:22:00+00:00
15961,,Листинг будет за наши средства и так же после листинга будет откуп токенов на сумму Airdrop и турнира рефералов,2024-06-06 10:21:50+00:00
15960,,Если бы мы хотели на токене заработать мы бы провели presale или launchpad,2024-06-06 10:21:05+00:00
15959,PeerUser(user_id=7092744698),"да, будет ли у токена какое-то применение?",2024-06-06 10:20:47+00:00
15958,,Хотите могу отклонить ваш вывод с возвратом баланса?,2024-06-06 10:20:29+00:00
15957,PeerUser(user_id=581882809),"А какие у вас планы на монету?
Не боитесь, что сейчас люди копят балы, а потом во время листинга просто выведут в фиат и все.

Как разработчики планируют зарабатывать на этом?",2024-06-06 10:15:13+00:00
15955,PeerUser(user_id=1981247945),Я ещё до ввода этой функции если не ошибаюсь заявку подавал на вывод 🤔,2024-06-06 10:10:35+00:00
15953,,Если хотите получить их сейчас то выберайте Fast withdraw,2024-06-06 09:11:14+00:00
15952,,Медленный вывод прийдёт после листинга токена,2024-06-06 09:11:02+00:00
15951,PeerUser(user_id=1981247945),"Всем привет, уже очень давно, более 1,5 недель назад оформлял вывод в аирдроп боте, а токены так до сих пор и не пришли, куда по этому поводу писать можно?",2024-06-06 09:07:18+00:00
15950,PeerUser(user_id=6006484316),10000 BrETT = 2 TON ≈ 14.4$,2024-06-06 08:58:52+00:00
15949,PeerUser(user_id=6969986650),"How much is 10,000 BrETT in $?",2024-06-06 08:57:52+00:00
15948,PeerUser(user_id=6933976050),Thanks,2024-06-06 08:56:59+00:00
15947,PeerUser(user_id=6006484316),"If you choose slow withdrawal, you will get your coins after listing, if you choose fast withdrawal you will get within 24 hours but you could have 0.08 TON on your balance for fee",2024-06-06 08:56:34+00:00
15946,PeerUser(user_id=6790500914),Message me,2024-06-06 08:55:47+00:00
15945,PeerUser(user_id=6933976050),How I can withdraw someone help me,2024-06-06 08:52:07+00:00
15944,PeerUser(user_id=7354927177),"brett, good project.",2024-06-06 08:28:56+00:00
15941,,"999,999,999",2024-06-06 07:55:13+00:00
15940,PeerUser(user_id=7398556432),"всем привет, есть информация какой саплай будет у токена?",2024-06-06 07:54:22+00:00
15939,,"😌New withdraw @BrettAirdrop_bot 

🧑‍🚀User: Phyyyb
🔵Amount: 12500 $BRETT
☯️Fee: 0.08 TON
💎Network: TON
✔️Status: ⏺
❌Transaction: https://tonviewer.com/transaction/cdbe0937e53a6cd0ecf8a9fe32f42c41b6f9b6aa5fd2164c8cb7cc05b16f879d",2024-06-06 07:46:06+00:00
15937,,Eng chat @brettcoinen_chat,2024-06-06 07:22:50+00:00
15934,PeerUser(user_id=1039585600),нет я на первом месте,2024-06-06 07:21:33+00:00
15933,,На 7362,2024-06-06 07:21:28+00:00
15932,PeerUser(user_id=1406303864),Я на первом месте по выводу сейчас?,2024-06-06 07:20:55+00:00
15931,PeerUser(user_id=1406303864),Ну жду,2024-06-06 07:20:17+00:00
15929,,Было же четко и ясно сказано что медленные выводы мы выведем после листинга.,2024-06-06 07:19:39+00:00
15928,,Вы читаете посты в канале хотя бы когда-то?,2024-06-06 07:19:21+00:00
15927,PeerUser(user_id=1406303864),Мне выведят вообще когда-то?,2024-06-06 07:18:56+00:00
15926,,Okay,2024-06-06 07:15:26+00:00
15925,PeerUser(user_id=7354927177),"Hi dear sir, if the airdrop ends on 6/20/24, the withdrawal requirements are not up to 10,000 brett, please open the withdrawal requirements below 10,000 brett because it's difficult for me to find a ref.",2024-06-06 07:14:35+00:00
15924,PeerUser(user_id=368675367),,2024-06-06 06:28:08+00:00
15923,PeerUser(user_id=368675367),,2024-06-06 06:27:51+00:00
15922,PeerUser(user_id=6900793221),,2024-06-06 06:01:25+00:00
15921,PeerUser(user_id=7115682687),,2024-06-06 04:46:41+00:00
15920,,Eng chat @brettcoinen_chat,2024-06-05 21:18:50+00:00
15919,PeerUser(user_id=7109047474),Why,2024-06-05 21:18:39+00:00
15918,PeerUser(user_id=6924727548),Combien peut-on obtenir d'une tonne,2024-06-05 21:18:37+00:00
15917,,"listing price


5000 $BRETT - 1 TON",2024-06-05 21:18:32+00:00
15916,PeerUser(user_id=5685877664),Yes,2024-06-05 21:18:24+00:00
15915,PeerUser(user_id=7109047474),No,2024-06-05 21:17:55+00:00
15914,PeerUser(user_id=5685877664),5000 = 1 Ton,2024-06-05 21:17:17+00:00
15913,PeerUser(user_id=7109047474),?,2024-06-05 21:15:28+00:00
15912,PeerUser(user_id=7109047474),How much price is the brett?,2024-06-05 21:14:49+00:00
15911,PeerUser(user_id=7109047474),Hi,2024-06-05 21:11:30+00:00
15907,PeerUser(user_id=2086034422),I am new,2024-06-05 20:38:24+00:00
15906,PeerUser(user_id=7115526709),Я уже устала ждать 🙂‍↔️ быстрее листинг !!!,2024-06-05 20:36:02+00:00
15905,,Eng chat @brettcoinen_chat,2024-06-05 20:08:23+00:00
15904,,you can also withdraw BRETT now,2024-06-05 20:08:12+00:00
15902,PeerUser(user_id=6387294015),Then I'll be able to withdrawal,2024-06-05 20:00:28+00:00
15901,,25.06.2024,2024-06-05 19:59:44+00:00
15900,PeerUser(user_id=6387294015),When is Brett listing?,2024-06-05 19:59:27+00:00
15899,,Токен $BRETT купить или продать до листинга нельзя! Пожалуйста не ведитесь на мошенников.,2024-06-05 19:55:51+00:00
15898,,"Уважаемые BRETT!

Помните что у нас нету и не будет presale, Launchpad а листинг на первых биржах Stonfi, Dedust, OKX будет 25.06.2024.

Airdrop так же совершенно бесплатный вам не нужно платить комиссию в TON если вы готовы подождать вывод до листинга токена!",2024-06-05 19:53:42+00:00
15897,,Нельзя,2024-06-05 19:53:40+00:00
15892,,Активации закончились,2024-06-05 18:24:20+00:00
15889,PeerUser(user_id=6930453695),thanks,2024-06-05 18:20:32+00:00
15888,PeerUser(user_id=1247869930),Thanks 👍,2024-06-05 18:20:26+00:00
15887,PeerUser(user_id=6609518067),terimakasih abang developer tercinta 🙏,2024-06-05 18:20:13+00:00
15886,PeerUser(user_id=5082882946),Спасибо +666,2024-06-05 18:20:09+00:00
15885,PeerUser(user_id=6676594606),Спасибо,2024-06-05 18:19:05+00:00
15884,,"🚀 Airdrop cheque for 23310 $BRETT


Inside cheque: 35 activation(s) for 666 $BRETT",2024-06-05 18:17:11+00:00
15883,,Все fast выводы были отправлены! Хорошего вам времени суток.,2024-06-05 18:15:44+00:00
15882,,"😌New withdraw @BrettAirdrop_bot 

🧑‍🚀User: xlightxc
🔵Amount: 11000 $BRETT
☯️Fee: 0.08 TON
💎Network: TON
✔️Status: ⏺
❌Transaction: https://tonviewer.com/transaction/fc985e6100ae1cc66288ffe5a41f9c7deeeec926d4547b589df64c7458563d58",2024-06-05 18:15:02+00:00
15881,PeerUser(user_id=6498070480),Хорошо,2024-06-05 18:14:43+00:00
15880,,"Выводить нужно только на Tonkeeper, Tonhub, MyTonWallet, Ton Space т.к у нас ещё нету листинга и если вы выведете на биржу то вам токена не прийдут.",2024-06-05 18:12:38+00:00
15879,,"Да, но вы должны указать комментарий который вам генерирует бот",2024-06-05 18:11:44+00:00
